user_id,event_type,amount,timestamp
9b48adfb,login,0.0,2026-05-16 16:11:58
a8bed626,product_view,0.0,2026-05-16 16:11:58
692c54be,purchase,95.28,2026-05-16 16:12:00
9a057d0c,login,0.0,2026-05-16 16:12:01
63142220,purchase,586.84,2026-05-16 16:12:01
76645440,add_to_cart,0.0,2026-05-16 16:12:04
ce581e4f,add_to_cart,0.0,2026-05-16 16:12:05
9cd2f7a2,add_to_cart,0.0,2026-05-16 16:12:06
cbbac21b,product_view,0.0,2026-05-16 16:12:07
5dd099d8,add_to_cart,0.0,2026-05-16 16:12:09
8149cb00,product_view,0.0,2026-05-16 16:12:09
1bfdc032,product_view,0.0,2026-05-16 16:12:11
679b6d1b,login,0.0,2026-05-16 16:12:12
c233ef0e,add_to_cart,0.0,2026-05-16 16:12:13
1cd25ffd,purchase,676.18,2026-05-16 16:12:14
c6fd8f78,product_view,0.0,2026-05-16 16:12:15
d3e54d9a,login,0.0,2026-05-16 16:12:16
c186af47,purchase,1472.1,2026-05-16 16:12:17
ed00c9a4,login,0.0,2026-05-16 16:12:18
0e35db64,purchase,1412.98,2026-05-16 16:12:19
101f42ec,purchase,280.41,2026-05-16 16:12:21
1eea7f65,add_to_cart,0.0,2026-05-16 16:12:21
bc49a33d,product_view,0.0,2026-05-16 16:12:23
0703f785,login,0.0,2026-05-16 16:12:24
07478942,login,0.0,2026-05-16 16:12:25
2024bd8e,purchase,482.27,2026-05-16 16:12:27
9f6e27a3,login,0.0,2026-05-16 16:12:27
46dc1a17,add_to_cart,0.0,2026-05-16 16:12:28
58c4bdaa,product_view,0.0,2026-05-16 16:12:31
956933be,product_view,0.0,2026-05-16 16:12:32
1da9bf20,purchase,1239.0,2026-05-16 16:12:33
099491d5,product_view,0.0,2026-05-16 16:12:34
94f9efa7,purchase,244.25,2026-05-16 16:12:36
ee875073,login,0.0,2026-05-16 16:12:37
b2155bfb,login,0.0,2026-05-16 16:12:39
f8840293,add_to_cart,0.0,2026-05-16 16:12:40
08329e9c,add_to_cart,0.0,2026-05-16 16:12:41
894aef43,add_to_cart,0.0,2026-05-16 16:12:43
0244940e,add_to_cart,0.0,2026-05-16 16:12:44
da3711db,product_view,0.0,2026-05-16 16:12:45
8adceb48,add_to_cart,0.0,2026-05-16 16:12:47
9e013c82,login,0.0,2026-05-16 16:12:48
31f75971,purchase,744.55,2026-05-16 16:12:50
63e56f5b,add_to_cart,0.0,2026-05-16 16:12:51
562a310e,product_view,0.0,2026-05-16 16:12:53
6e8f34af,purchase,76.16,2026-05-16 16:12:54
feb3c39c,purchase,55.83,2026-05-16 16:12:56
e9d2ed82,purchase,1115.11,2026-05-16 16:12:57
79f068fa,product_view,0.0,2026-05-16 16:12:57
6781cf17,login,0.0,2026-05-16 16:12:59
c305a6c9,add_to_cart,0.0,2026-05-16 16:12:59
10999372,product_view,0.0,2026-05-16 16:13:00
20ded989,add_to_cart,0.0,2026-05-16 16:13:02
8f6493b0,purchase,1467.55,2026-05-16 16:13:04
5fc95d85,login,0.0,2026-05-16 16:13:05
20ded989,product_view,0.0,2026-05-16 16:13:07
01b7224b,login,0.0,2026-05-16 16:13:09
aeafccaf,product_view,0.0,2026-05-16 16:13:10
c960976d,purchase,533.09,2026-05-16 16:13:10
ee5c4dfd,purchase,836.34,2026-05-16 16:13:11
4a6b4240,purchase,61.17,2026-05-16 16:13:13
3e0e7737,login,0.0,2026-05-16 16:13:13
573d8623,login,0.0,2026-05-16 16:13:14
17c43452,login,0.0,2026-05-16 16:13:16
a8bed626,login,0.0,2026-05-16 16:13:17
25365025,login,0.0,2026-05-16 16:13:18
13d6d10b,add_to_cart,0.0,2026-05-16 16:13:20
474196d0,purchase,303.43,2026-05-16 16:13:21
c38cef08,add_to_cart,0.0,2026-05-16 16:13:22
fd519990,login,0.0,2026-05-16 16:13:24
ae6d0e73,purchase,994.26,2026-05-16 16:13:25
a65092ab,purchase,930.39,2026-05-16 16:13:26
d9a9d28c,product_view,0.0,2026-05-16 16:13:27
39b91f9e,add_to_cart,0.0,2026-05-16 16:13:29
cec7bbb3,login,0.0,2026-05-16 16:13:30
d2302253,add_to_cart,0.0,2026-05-16 16:13:32
e639a00d,product_view,0.0,2026-05-16 16:13:33
d46b71be,purchase,630.58,2026-05-16 16:13:34
c9932758,product_view,0.0,2026-05-16 16:13:36
29ed49c8,add_to_cart,0.0,2026-05-16 16:13:37
d1c8840c,purchase,197.19,2026-05-16 16:13:38
bdd25d60,product_view,0.0,2026-05-16 16:13:39
4d95a9d8,purchase,405.73,2026-05-16 16:13:40
c9932758,product_view,0.0,2026-05-16 16:13:41
169a0c24,purchase,450.33,2026-05-16 16:13:42
93edde08,login,0.0,2026-05-16 16:13:44
63142220,product_view,0.0,2026-05-16 16:13:46
44516f35,login,0.0,2026-05-16 16:13:47
756895f2,purchase,56.71,2026-05-16 16:13:48
0703f785,product_view,0.0,2026-05-16 16:13:49
20d6dab6,login,0.0,2026-05-16 16:13:51
ff638f24,purchase,1156.82,2026-05-16 16:13:52
207e00a2,purchase,1270.79,2026-05-16 16:13:53
08329e9c,purchase,989.97,2026-05-16 16:13:53
2770b457,add_to_cart,0.0,2026-05-16 16:13:55
061f8ede,login,0.0,2026-05-16 16:13:56
f74bd4d4,login,0.0,2026-05-16 16:13:56
f26ce082,add_to_cart,0.0,2026-05-16 16:13:58
b4ce7aa5,add_to_cart,0.0,2026-05-16 16:14:00
e84be655,login,0.0,2026-05-16 16:14:01
deb443f5,add_to_cart,0.0,2026-05-16 16:14:02
329e6502,purchase,1182.71,2026-05-16 16:14:04
76645440,purchase,172.77,2026-05-16 16:14:06
7e85f1e1,login,0.0,2026-05-16 16:14:07
f8c6d4d1,purchase,1439.32,2026-05-16 16:14:09
e6623914,product_view,0.0,2026-05-16 16:14:11
894aef43,login,0.0,2026-05-16 16:14:12
bb7cbc56,login,0.0,2026-05-16 16:14:13
72a3348a,login,0.0,2026-05-16 16:14:14
9576421f,add_to_cart,0.0,2026-05-16 16:14:15
abc17b0d,purchase,59.46,2026-05-16 16:14:17
42e6346f,add_to_cart,0.0,2026-05-16 16:14:18
20d6dab6,login,0.0,2026-05-16 16:14:18
bff33080,login,0.0,2026-05-16 16:14:20
2a19ce3b,purchase,731.57,2026-05-16 16:14:22
3e0e7737,product_view,0.0,2026-05-16 16:14:24
88182cdc,add_to_cart,0.0,2026-05-16 16:14:24
c305a6c9,product_view,0.0,2026-05-16 16:14:26
c1c4916b,product_view,0.0,2026-05-16 16:14:28
e9d2ed82,purchase,1076.99,2026-05-16 16:14:29
b4a83da2,purchase,978.28,2026-05-16 16:14:30
67d4a0e1,add_to_cart,0.0,2026-05-16 16:14:33
019c2935,product_view,0.0,2026-05-16 16:14:34
4a8cf044,product_view,0.0,2026-05-16 16:14:36
87302165,purchase,887.12,2026-05-16 16:14:37
8149cb00,product_view,0.0,2026-05-16 16:14:38
af270707,add_to_cart,0.0,2026-05-16 16:14:39
7f34869a,add_to_cart,0.0,2026-05-16 16:14:40
474196d0,product_view,0.0,2026-05-16 16:14:42
27617cee,login,0.0,2026-05-16 16:14:43
f7b0b04f,login,0.0,2026-05-16 16:14:45
ae84a5f8,product_view,0.0,2026-05-16 16:14:47
956933be,add_to_cart,0.0,2026-05-16 16:14:49
8f6493b0,add_to_cart,0.0,2026-05-16 16:14:50
0f6c60be,purchase,820.02,2026-05-16 16:14:52
23cd0886,product_view,0.0,2026-05-16 16:14:53
8d8be23b,product_view,0.0,2026-05-16 16:14:54
33d6e7f9,login,0.0,2026-05-16 16:14:55
de252248,product_view,0.0,2026-05-16 16:14:56
df6bf905,product_view,0.0,2026-05-16 16:14:58
66414148,purchase,1351.15,2026-05-16 16:15:00
67b17711,login,0.0,2026-05-16 16:15:01
841f24d2,product_view,0.0,2026-05-16 16:15:02
d60dffc2,add_to_cart,0.0,2026-05-16 16:15:03
af9fc1b7,purchase,1088.8,2026-05-16 16:15:05
351286b6,add_to_cart,0.0,2026-05-16 16:15:05
a564e12b,product_view,0.0,2026-05-16 16:15:07
62e58d06,login,0.0,2026-05-16 16:15:08
03371c32,purchase,380.85,2026-05-16 16:15:09
1cd25ffd,add_to_cart,0.0,2026-05-16 16:15:10
0094fedf,purchase,629.25,2026-05-16 16:15:11
7f237d07,product_view,0.0,2026-05-16 16:15:12
9f7553e3,add_to_cart,0.0,2026-05-16 16:15:13
82c7424f,purchase,1341.4,2026-05-16 16:15:14
db43408b,add_to_cart,0.0,2026-05-16 16:15:15
0e35db64,login,0.0,2026-05-16 16:15:16
ec661fed,login,0.0,2026-05-16 16:15:16
f74bd4d4,login,0.0,2026-05-16 16:15:18
cbdba6db,login,0.0,2026-05-16 16:15:20
13ccdc4c,purchase,430.67,2026-05-16 16:15:21
66e29d69,login,0.0,2026-05-16 16:15:21
29dc189a,product_view,0.0,2026-05-16 16:15:22
00d97948,product_view,0.0,2026-05-16 16:15:24
03371c32,add_to_cart,0.0,2026-05-16 16:15:25
251a16c5,product_view,0.0,2026-05-16 16:15:26
bca609a7,add_to_cart,0.0,2026-05-16 16:15:28
414f4eda,product_view,0.0,2026-05-16 16:15:29
f9a612d6,product_view,0.0,2026-05-16 16:15:30
299e2b30,product_view,0.0,2026-05-16 16:15:31
27617cee,product_view,0.0,2026-05-16 16:15:32
b1d4824d,purchase,1401.82,2026-05-16 16:15:33
ccf208f0,login,0.0,2026-05-16 16:15:34
df6bf905,product_view,0.0,2026-05-16 16:15:36
0e09a375,product_view,0.0,2026-05-16 16:15:37
40eecb2f,purchase,112.42,2026-05-16 16:15:39
7371150f,login,0.0,2026-05-16 16:15:39
63e56f5b,product_view,0.0,2026-05-16 16:15:41
b731f0f4,login,0.0,2026-05-16 16:15:42
b1d4824d,login,0.0,2026-05-16 16:15:43
8ced8f12,purchase,1217.08,2026-05-16 16:15:44
8ced8f12,purchase,130.48,2026-05-16 16:15:46
9b5bc711,product_view,0.0,2026-05-16 16:15:47
87302165,purchase,1194.86,2026-05-16 16:15:48
42b23774,login,0.0,2026-05-16 16:15:49
d6866fcf,add_to_cart,0.0,2026-05-16 16:15:50
ee5c4dfd,product_view,0.0,2026-05-16 16:15:51
f92500c8,product_view,0.0,2026-05-16 16:15:52
756895f2,product_view,0.0,2026-05-16 16:15:53
861441dd,purchase,274.16,2026-05-16 16:15:54
86d6debe,login,0.0,2026-05-16 16:15:55
25365025,add_to_cart,0.0,2026-05-16 16:15:56
22d38e57,add_to_cart,0.0,2026-05-16 16:15:58
b1d4824d,add_to_cart,0.0,2026-05-16 16:15:59
0c28e0fe,purchase,424.48,2026-05-16 16:16:00
36304b81,login,0.0,2026-05-16 16:16:02
0244940e,product_view,0.0,2026-05-16 16:16:04
39787bbe,add_to_cart,0.0,2026-05-16 16:16:06
c1c4916b,product_view,0.0,2026-05-16 16:16:07
df393245,purchase,982.9,2026-05-16 16:16:07
88f0ecea,product_view,0.0,2026-05-16 16:16:08
72a3348a,purchase,694.98,2026-05-16 16:16:09
74a4b10c,product_view,0.0,2026-05-16 16:16:10
c960976d,purchase,1399.52,2026-05-16 16:16:11
c9d42f55,add_to_cart,0.0,2026-05-16 16:16:13
14849010,login,0.0,2026-05-16 16:16:14
1c67430a,add_to_cart,0.0,2026-05-16 16:16:16
08ff1b74,add_to_cart,0.0,2026-05-16 16:16:18
d811383e,purchase,1095.26,2026-05-16 16:16:19
2a19ce3b,purchase,130.64,2026-05-16 16:16:20
9762685a,product_view,0.0,2026-05-16 16:16:22
cc2bf54e,login,0.0,2026-05-16 16:16:23
d47eb5e2,purchase,1364.22,2026-05-16 16:16:25
692c54be,purchase,1461.6,2026-05-16 16:16:27
cbb6f5c8,login,0.0,2026-05-16 16:16:29
eece0c5b,login,0.0,2026-05-16 16:16:29
3651a2fa,login,0.0,2026-05-16 16:16:31
9b5bc711,purchase,965.81,2026-05-16 16:16:31
de252248,login,0.0,2026-05-16 16:16:32
a11c1084,product_view,0.0,2026-05-16 16:16:34
3a7bdd94,add_to_cart,0.0,2026-05-16 16:16:35
ceea935b,product_view,0.0,2026-05-16 16:16:37
b0089097,purchase,1290.57,2026-05-16 16:16:39
0fce62fe,purchase,1274.89,2026-05-16 16:16:41
0998915c,add_to_cart,0.0,2026-05-16 16:16:45
bc49a33d,login,0.0,2026-05-16 16:16:47
f47b5470,purchase,777.55,2026-05-16 16:16:49
d60dffc2,product_view,0.0,2026-05-16 16:16:49
bba6e72e,product_view,0.0,2026-05-16 16:16:51
099491d5,product_view,0.0,2026-05-16 16:16:52
1adeef8a,add_to_cart,0.0,2026-05-16 16:16:53
bd6ab395,purchase,760.48,2026-05-16 16:16:55
6f47f91d,add_to_cart,0.0,2026-05-16 16:16:56
bdbd7a70,login,0.0,2026-05-16 16:16:57
8bfaaaf0,product_view,0.0,2026-05-16 16:16:59
8ef15428,product_view,0.0,2026-05-16 16:17:00
77af6cd0,add_to_cart,0.0,2026-05-16 16:17:01
39390607,add_to_cart,0.0,2026-05-16 16:17:02
101f42ec,purchase,191.17,2026-05-16 16:17:02
26c2eba2,login,0.0,2026-05-16 16:17:04
f2d8236a,add_to_cart,0.0,2026-05-16 16:17:05
93edde08,add_to_cart,0.0,2026-05-16 16:17:07
70da7718,login,0.0,2026-05-16 16:17:09
f8c6d4d1,product_view,0.0,2026-05-16 16:17:10
a8a975cb,add_to_cart,0.0,2026-05-16 16:17:11
8d8be23b,purchase,1318.13,2026-05-16 16:17:13
674bd397,purchase,849.81,2026-05-16 16:17:14
63e56f5b,login,0.0,2026-05-16 16:17:16
bd916bac,product_view,0.0,2026-05-16 16:17:17
aeafccaf,product_view,0.0,2026-05-16 16:17:19
8149cb00,product_view,0.0,2026-05-16 16:17:20
c38cef08,login,0.0,2026-05-16 16:17:22
718a4242,add_to_cart,0.0,2026-05-16 16:17:24
31627c8c,product_view,0.0,2026-05-16 16:17:25
c38cef08,purchase,1016.14,2026-05-16 16:17:26
8ef15428,login,0.0,2026-05-16 16:17:27
ff638f24,product_view,0.0,2026-05-16 16:17:29
4c569e0f,login,0.0,2026-05-16 16:17:30
75fa1c84,login,0.0,2026-05-16 16:17:31
c1c4916b,product_view,0.0,2026-05-16 16:17:32
13d6d10b,add_to_cart,0.0,2026-05-16 16:17:33
c186af47,login,0.0,2026-05-16 16:17:34
ae6d0e73,add_to_cart,0.0,2026-05-16 16:17:36
a65092ab,product_view,0.0,2026-05-16 16:17:37
7131ab8f,purchase,1082.01,2026-05-16 16:17:38
ccf208f0,add_to_cart,0.0,2026-05-16 16:17:40
3a7bdd94,product_view,0.0,2026-05-16 16:17:42
573d8623,product_view,0.0,2026-05-16 16:17:43
674bd397,login,0.0,2026-05-16 16:17:44
61796730,purchase,1176.04,2026-05-16 16:17:46
39787bbe,add_to_cart,0.0,2026-05-16 16:17:47
3cb4c96c,add_to_cart,0.0,2026-05-16 16:17:48
207e00a2,product_view,0.0,2026-05-16 16:17:50
9989bf07,login,0.0,2026-05-16 16:17:51
df6bf905,purchase,1019.31,2026-05-16 16:17:52
8adceb48,add_to_cart,0.0,2026-05-16 16:17:53
03371c32,product_view,0.0,2026-05-16 16:17:55
f74bd4d4,purchase,529.2,2026-05-16 16:17:55
7f0f8908,login,0.0,2026-05-16 16:17:56
0e79603b,add_to_cart,0.0,2026-05-16 16:17:57
1c76d36a,login,0.0,2026-05-16 16:17:59
6781cf17,add_to_cart,0.0,2026-05-16 16:18:00
9f7553e3,purchase,134.04,2026-05-16 16:18:01
f74bd4d4,add_to_cart,0.0,2026-05-16 16:18:03
6f47f91d,add_to_cart,0.0,2026-05-16 16:18:04
ad0f2d60,login,0.0,2026-05-16 16:18:05
ec661fed,product_view,0.0,2026-05-16 16:18:06
f71043e9,product_view,0.0,2026-05-16 16:18:08
9b0557bf,purchase,422.55,2026-05-16 16:18:10
39b91f9e,purchase,497.39,2026-05-16 16:18:11
08ff1b74,login,0.0,2026-05-16 16:18:12
414f4eda,purchase,73.53,2026-05-16 16:18:14
d1887759,add_to_cart,0.0,2026-05-16 16:18:15
5d352d4e,login,0.0,2026-05-16 16:18:16
22d38e57,product_view,0.0,2026-05-16 16:18:18
65f7c256,add_to_cart,0.0,2026-05-16 16:18:19
841f24d2,login,0.0,2026-05-16 16:18:20
157b7fb0,add_to_cart,0.0,2026-05-16 16:18:21
61796730,product_view,0.0,2026-05-16 16:18:22
23224976,login,0.0,2026-05-16 16:18:23
54626749,login,0.0,2026-05-16 16:18:24
25365025,purchase,825.28,2026-05-16 16:18:26
31f75971,product_view,0.0,2026-05-16 16:18:28
4a8cf044,product_view,0.0,2026-05-16 16:18:28
4fa019bc,product_view,0.0,2026-05-16 16:18:29
c793e785,product_view,0.0,2026-05-16 16:18:30
62e58d06,product_view,0.0,2026-05-16 16:18:31
bd6ab395,purchase,787.76,2026-05-16 16:18:33
dcdacf3b,product_view,0.0,2026-05-16 16:18:34
c0b45893,add_to_cart,0.0,2026-05-16 16:18:35
48f5b459,login,0.0,2026-05-16 16:18:36
bdd25d60,add_to_cart,0.0,2026-05-16 16:18:37
25365025,login,0.0,2026-05-16 16:18:38
8b1bf07d,login,0.0,2026-05-16 16:18:39
ee11031c,login,0.0,2026-05-16 16:18:41
1dcae286,product_view,0.0,2026-05-16 16:18:43
054746de,product_view,0.0,2026-05-16 16:18:43
674bd397,login,0.0,2026-05-16 16:18:45
329e6502,add_to_cart,0.0,2026-05-16 16:18:47
